ko	ko name	ko des	module	module name	map	map name	map class
K00677	lpxA	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129] [RN:R04567]	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K02535	lpxC	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108] [RN:R04587]	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K02536	lpxD	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191] [RN:R04550]	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K03269	lpxH	lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54] [RN:R04549]	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K00748	lpxB	lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182] [RN:R04606]	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K00912	lpxK	lpxK; tetraacyldisaccharide 4'-kinase [EC:2.7.1.130] [RN:R04657]	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K02527	kdtA, waaA	kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13] [RN:R04658]	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K02517	lpxL, htrB	lpxL, htrB; Kdo2-lipid IVA lauroyltransferase [EC:2.3.1.241] [RN:R05146]	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K02560	lpxM, msbB	lpxM, msbB; lauroyl-Kdo2-lipid IVA myristoyltransferase [EC:2.3.1.243] [RN:R05075]	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K06041	kdsD, kpsF	arabinose-5-phosphate isomerase [EC:5.3.1.13] [RN:R01530]	M00063	CMP-KDO biosynthesis [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K01627	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55] [RN:R03254]	M00063	CMP-KDO biosynthesis [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K03270	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45] [RN:R03350]	M00063	CMP-KDO biosynthesis [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K00979	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38] [RN:R03351]	M00063	CMP-KDO biosynthesis [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K03271	gmhA, lpcA	D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28] [RN:R05645]	M00064	ADP-L-glycero-D-manno-heptose biosynthesis [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K03272	gmhC, hldE, waaE, rfaE	D-beta-D-heptose 7-phosphate kinase [EC:2.7.1.167] [RN:R05646]	M00064	ADP-L-glycero-D-manno-heptose biosynthesis [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K21344	rfaE1	D-beta-D-heptose 7-phosphate kinase [EC:2.7.1.167] [RN:R05646]	M00064	ADP-L-glycero-D-manno-heptose biosynthesis [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K03273	gmhB	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82] [RN:R05647]	M00064	ADP-L-glycero-D-manno-heptose biosynthesis [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K03272	gmhC, hldE, waaE, rfaE	D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.7.70] [RN:R05644]	M00064	ADP-L-glycero-D-manno-heptose biosynthesis [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K21345	rfaE2	D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.7.70] [RN:R05644]	M00064	ADP-L-glycero-D-manno-heptose biosynthesis [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K03274	gmhD, rfaD	ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20] [RN:R05176]	M00064	ADP-L-glycero-D-manno-heptose biosynthesis [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K00677	lpxA	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K02535	lpxC	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K16363	lpxC-fabZ	lpxC-fabZ; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]	M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K02536	lpxD	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K03269	lpxH	lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]	M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K00748	lpxB	lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182]	M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K00912	lpxK	lpxK; tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K02527	kdtA, waaA	kdtA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K02517	lpxL, htrB	lpxL, htrB; Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]	M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K09778	lpxJ	lpxJ; Kdo2-lipid IVA 3' secondary acyltransferase [EC:2.3.1.-]	M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K12977	lpxE	lpxE; lipid A 1-phosphatase [EC:3.1.3.-] [RN:R12201]	M00867	KDO2-lipid A modification pathway [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K03760	eptA, pmrC	eptA; lipid A ethanolaminephosphotransferase [EC:2.7.8.43] [RN:R12202]	M00867	KDO2-lipid A modification pathway [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K23082	kdoH1	kdoH1; 3-deoxy-D-manno-octulosonic acid-hydrolase [EC:3.2.1.144] [RN:R12219]	M00867	KDO2-lipid A modification pathway [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K23083	kdoH2	kdoH2; 3-deoxy-D-manno-octulosonic acid-hydrolase [RN:R12219]	M00867	KDO2-lipid A modification pathway [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K23159	lpxF	lpxF; lipid A 4'-phosphatase [EC:3.1.3.-] [RN:R12203]	M00867	KDO2-lipid A modification pathway [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K09953	lpxR	lpxR; lipid A 3-O-deacylase [EC:3.1.1.-] [RN:R12204]	M00867	KDO2-lipid A modification pathway [PATH:map00540]	path:map00540	Lipopolysaccharide biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K00629	GPAT1_2	glycerol 3-phosphate acyltransferase [EC:2.3.1.15] [RN:R00851]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K13506	GPAT3_4, AGPAT9, AGPAT6	glycerol 3-phosphate acyltransferase [EC:2.3.1.15] [RN:R00851]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K13507	GAT	glycerol 3-phosphate acyltransferase [EC:2.3.1.15] [RN:R00851]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K00630	ATS1	glycerol 3-phosphate acyltransferase [EC:2.3.1.15] [RN:R00851]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K13508	GPAT	glycerol 3-phosphate acyltransferase [EC:2.3.1.15] [RN:R00851]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K00655	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K13509	AGPAT1_2	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K13523	AGPAT3_4	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K19007	AGPAT5	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K13513	LCLAT1, AGPAT8	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K13517	MBOAT1_2	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K13519	LPT1, ALE1	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K14674	TGL4	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K22831	LOA1	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] [RN:R02241]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K01080	PLPP1_2_3	phosphatidate phosphatase [EC:3.1.3.4] [RN:R02239]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K15728	LPIN	phosphatidate phosphatase [EC:3.1.3.4] [RN:R02239]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K18693	DPP1, DPPL, PLPP4_5	diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:3.1.3.81 3.1.3.4] [RN:R02239]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K11155	DGAT1	diacylglycerol O-acyltransferase [EC:2.3.1.20] [RN:R02251]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K11160	DGAT2	diacylglycerol O-acyltransferase [EC:2.3.1.20] [RN:R02251]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K14456	MOGAT3, MGAT3	diacylglycerol O-acyltransferase [EC:2.3.1.20] [RN:R02251]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K22848	DGAT2	diacylglycerol O-acyltransferase [EC:2.3.1.20] [RN:R02251]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K22849	DGAT3	diacylglycerol O-acyltransferase [EC:2.3.1.20] [RN:R02251]	M00089	Triacylglycerol biosynthesis [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K01046	lip, TGL2	triacylglycerol lipase [EC:3.1.1.3] [RN:R02250 R02687]	M00098	Acylglycerol degradation [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K12298	CEL	triacylglycerol lipase [EC:3.1.1.3] [RN:R02250 R02687]	M00098	Acylglycerol degradation [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K16816	PNPLA2, ATGL	triacylglycerol lipase [EC:3.1.1.3] [RN:R02250 R02687]	M00098	Acylglycerol degradation [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K13534	PNPLA3	triacylglycerol lipase [EC:3.1.1.3] [RN:R02250 R02687]	M00098	Acylglycerol degradation [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K14073	PNLIP, PL	triacylglycerol lipase [EC:3.1.1.3] [RN:R02250 R02687]	M00098	Acylglycerol degradation [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K14074	PNLIPRP1, PLRP1	triacylglycerol lipase [EC:3.1.1.3] [RN:R02250 R02687]	M00098	Acylglycerol degradation [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K14075	PNLIPRP2, PLRP2	triacylglycerol lipase [EC:3.1.1.3] [RN:R02250 R02687]	M00098	Acylglycerol degradation [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K14076	PNLIPRP3, PLRP3	triacylglycerol lipase [EC:3.1.1.3] [RN:R02250 R02687]	M00098	Acylglycerol degradation [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K22283	LIPC	triacylglycerol lipase [EC:3.1.1.3] [RN:R02250 R02687]	M00098	Acylglycerol degradation [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K14452	LIPF	triacylglycerol lipase [EC:3.1.1.3] [RN:R02250 R02687]	M00098	Acylglycerol degradation [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K22284	LIPG	triacylglycerol lipase [EC:3.1.1.3] [RN:R02250 R02687]	M00098	Acylglycerol degradation [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K14674	TGL4	triacylglycerol lipase [EC:3.1.1.3] [RN:R02250 R02687]	M00098	Acylglycerol degradation [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K14675	TGL3	triacylglycerol lipase [EC:3.1.1.3] [RN:R02250 R02687]	M00098	Acylglycerol degradation [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K17900	ATG15, AUT5	triacylglycerol lipase [EC:3.1.1.3] [RN:R02250 R02687]	M00098	Acylglycerol degradation [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K01054	MGLL	acylglycerol lipase [EC:3.1.1.23] [RN:R01351]	M00098	Acylglycerol degradation [PATH:map00561]	path:map00561	Glycerolipid metabolism	Metabolism; Lipid metabolism
K00888	PI4KA	phosphatidylinositol 4-kinase [EC:2.7.1.67] [RN:R03361]	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K19801	PI4KB	phosphatidylinositol 4-kinase [EC:2.7.1.67] [RN:R03361]	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K13711	PI4K2	phosphatidylinositol 4-kinase [EC:2.7.1.67] [RN:R03361]	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K00889	PIP5K	1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68] [RN:R03469]	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K13712	PIP5KL1	1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68] [RN:R03469]	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K01116	PLCG1	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase [EC:3.1.4.11] [RN:R03435]	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K05857	PLCD	phospholipase C [EC:3.1.4.11] [RN:R03435]	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K05858	PLCB	phospholipase C [EC:3.1.4.11] [RN:R03435]	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K05859+K05860+K05861	PLCG2	phospholipase C [EC:3.1.4.11] [RN:R03435]	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K05859+K05860+K05861	PLCE	phospholipase C [EC:3.1.4.11] [RN:R03435]	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K05859+K05860+K05861	PLCZ	phospholipase C [EC:3.1.4.11] [RN:R03435]	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K00911	ITPK	1D-myo-inositol-triphosphate 3-kinase [EC:2.7.1.127] [RN:R03433]	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K01106	INPP5A	inositol-1,4,5-trisphosphate 5-phosphatase [EC:3.1.3.56] [RN:R03430]	M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K01107	INPP1	inositol polyphosphate 1-phosphatase [EC:3.1.3.57] [RN:R03427]	M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K01109	INPP4	inositol polyphosphate-4-phosphatase [EC:3.1.3.66] [RN:R04372]	M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K01092	E3.1.3.25, IMPA, suhB	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25] [RN:R01187]	M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K00913	ITPK1	1D-myo-Inositol-trisphosphate 6-kinase [EC:2.7.1.159] [RN:R03429]	M00132	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K01765	ITPK4	1D-myo-Inositol-trisphosphate 6-kinase [EC:2.7.1.159] [RN:R03429]	M00132	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K00915	IPMK, IPK2	1D-myo-Inositol-tetrakisphosphate 5-kinase [EC:2.7.1.140] [RN:R03478]	M00132	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K10572	IPPK	inositol-pentakisphosphate 2-kinase [EC:2.7.1.158] [RN:R05202]	M00132	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate [PATH:map00562]	path:map00562	Inositol phosphate metabolism	Metabolism; Carbohydrate metabolism
K03857	PIGA, GPI3	PIGA [EC:2.4.1.198] [RN:R05916]	M00065	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	path:map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K03859	PIGC, GPI2	PIGC [RN:R05916]	M00065	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	path:map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K03858	PIGH, GPI15	PIGH [RN:R05916]	M00065	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	path:map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K03861	PIGP, GPI19, DSCR5	PIGP [RN:R05916]	M00065	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	path:map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K03860	PIGQ, GPI1	PIGQ [RN:R05916]	M00065	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	path:map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K11001	PIGY	PIGY [RN:R05916]	M00065	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	path:map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K11002	ERI1	ERI1 [RN:R05916]	M00065	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	path:map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K09658	DPM2	DPM2 [RN:R05916]	M00065	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	path:map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K03434	PIGL	PIGL [EC:3.5.1.89] [RN:R05917]	M00065	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	path:map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K05283	PIGW	PIGW [EC:2.3.-.-] [RN:R05918]	M00065	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	path:map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K05284	PIGM	PIGM [EC:2.4.1.-] [RN:R05919]	M00065	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	path:map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K07541	PIGX	PIGX [RN:R05919]	M00065	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	path:map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism; Glycan biosynthesis and metabolism
K07542	PIGV	PIGV [EC:2.4.1.-] [RN:R12350]	M00065	GPI-anchor biosynthesis, core oligosaccharide [PATH:map00563]	path:map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism; Glycan biosynthesis and metabolism
